Level_Emosi,Tipe_Emosi,Sumber_Emosi,Pertanyaan_Analisis
Sangat Buruk,Kecewa,Sekolah,Apa yang membuat kamu merasa kecewa di Sekolah? | Apa yang bisa menyebabkan perasaan kecewa kamu di Sekolah? | Bagaimana situasi di Sekolah mempengaruhi perasaan kamu yang kecewa? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Sekolah? | Bagaimana kamu bisa mengatasi rasa kecewa setelah situasi yang tidak sesuai harapan di Sekolah?
Sangat Buruk,Takut,Gym,"Apa yang membuat kamu merasa takut di Gym? | Apa yang bisa menyebabkan perasaan takut kamu di Gym? | Bagaimana situasi di Gym mempengaruhi perasaan kamu yang takut? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Gym? | Apa yang membuat kamu merasa takut di Gym, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Takut,Museum,"Apa yang membuat kamu merasa takut di Museum? | Apa yang bisa menyebabkan perasaan takut kamu di Museum? | Bagaimana situasi di Museum mempengaruhi perasaan kamu yang takut? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Museum? | Apa yang membuat kamu merasa takut di Museum, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Takut,Pantai,"Apa yang membuat kamu merasa takut di Pantai? | Apa yang bisa menyebabkan perasaan takut kamu di Pantai? | Bagaimana situasi di Pantai mempengaruhi perasaan kamu yang takut? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Pantai? | Apa yang membuat kamu merasa takut di Pantai, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Takut,Perpustakaan,Apa yang membuat kamu merasa takut di Perpustakaan? | Apa yang bisa menyebabkan perasaan takut kamu di Perpustakaan? | Bagaimana situasi di Perpustakaan mempengaruhi perasaan kamu yang takut? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Perpustakaan? | Bagaimana kamu bisa mengatasi ketakutan di Perpustakaan untuk tetap bergerak maju?
Sangat Buruk,Takut,Pertemuan,Apa yang membuat kamu merasa takut di Pertemuan? | Apa yang bisa menyebabkan perasaan takut kamu di Pertemuan? | Bagaimana situasi di Pertemuan mempengaruhi perasaan kamu yang takut? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Pertemuan? | Bagaimana kamu bisa mengatasi ketakutan di Pertemuan untuk tetap bergerak maju?
Sangat Buruk,Takut,Restoran,"Apa yang membuat kamu merasa takut di Restoran? | Apa yang bisa menyebabkan perasaan takut kamu di Restoran? | Bagaimana situasi di Restoran mempengaruhi perasaan kamu yang takut? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Restoran? | Apa yang membuat kamu merasa takut di Restoran, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Takut,Transportasi Umum,"Apa yang membuat kamu merasa takut di Transportasi Umum? | Apa yang bisa menyebabkan perasaan takut kamu di Transportasi Umum? | Bagaimana situasi di Transportasi Umum mempengaruhi perasaan kamu yang takut? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Transportasi Umum? | Apa yang membuat kamu merasa takut di Transportasi Umum, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Takut,Tempat Ibadah,Apa yang membuat kamu merasa takut di Tempat Ibadah? | Apa yang bisa menyebabkan perasaan takut kamu di Tempat Ibadah? | Bagaimana situasi di Tempat Ibadah mempengaruhi perasaan kamu yang takut? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Tempat Ibadah? | Bagaimana kamu bisa mengatasi ketakutan di Tempat Ibadah untuk tetap bergerak maju?
Sangat Buruk,Takut,Pasar,"Apa yang membuat kamu merasa takut di Pasar? | Apa yang bisa menyebabkan perasaan takut kamu di Pasar? | Bagaimana situasi di Pasar mempengaruhi perasaan kamu yang takut? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Pasar? | Apa yang membuat kamu merasa takut di Pasar, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Takut,Event,"Apa yang membuat kamu merasa takut di Event? | Apa yang bisa menyebabkan perasaan takut kamu di Event? | Bagaimana situasi di Event mempengaruhi perasaan kamu yang takut? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Event? | Apa yang membuat kamu merasa takut di Event, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Takut,Lokasi Olahraga,Apa yang membuat kamu merasa takut di Lokasi Olahraga? | Apa yang bisa menyebabkan perasaan takut kamu di Lokasi Olahraga? | Bagaimana situasi di Lokasi Olahraga mempengaruhi perasaan kamu yang takut? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Lokasi Olahraga? | Bagaimana kamu bisa mengatasi ketakutan di Lokasi Olahraga untuk tetap bergerak maju?
Sangat Buruk,Takut,Studio Seni,"Apa yang membuat kamu merasa takut di Studio Seni? | Apa yang bisa menyebabkan perasaan takut kamu di Studio Seni? | Bagaimana situasi di Studio Seni mempengaruhi perasaan kamu yang takut? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Studio Seni? | Apa yang membuat kamu merasa takut di Studio Seni, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Takut,Kantor Pemerintah,Apa yang membuat kamu merasa takut di Kantor Pemerintah? | Apa yang bisa menyebabkan perasaan takut kamu di Kantor Pemerintah? | Bagaimana situasi di Kantor Pemerintah mempengaruhi perasaan kamu yang takut? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Kantor Pemerintah? | Bagaimana kamu bisa mengatasi ketakutan di Kantor Pemerintah untuk tetap bergerak maju?
Sangat Buruk,Takut,Kegiatan Sosial,"Apa yang membuat kamu merasa takut di Kegiatan Sosial? | Apa yang bisa menyebabkan perasaan takut kamu di Kegiatan Sosial? | Bagaimana situasi di Kegiatan Sosial mempengaruhi perasaan kamu yang takut? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Kegiatan Sosial? | Apa yang membuat kamu merasa takut di Kegiatan Sosial, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Takut,Bandara,Apa yang membuat kamu merasa takut di Bandara? | Apa yang bisa menyebabkan perasaan takut kamu di Bandara? | Bagaimana situasi di Bandara mempengaruhi perasaan kamu yang takut? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Bandara? | Bagaimana kamu bisa mengatasi ketakutan di Bandara untuk tetap bergerak maju?
Sangat Buruk,Takut,Stadion,Apa yang membuat kamu merasa takut di Stadion? | Apa yang bisa menyebabkan perasaan takut kamu di Stadion? | Bagaimana situasi di Stadion mempengaruhi perasaan kamu yang takut? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Stadion? | Bagaimana kamu bisa mengatasi ketakutan di Stadion untuk tetap bergerak maju?
Sangat Buruk,Takut,Pusat Perbelanjaan,"Apa yang membuat kamu merasa takut di Pusat Perbelanjaan? | Apa yang bisa menyebabkan perasaan takut kamu di Pusat Perbelanjaan? | Bagaimana situasi di Pusat Perbelanjaan mempengaruhi perasaan kamu yang takut? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Pusat Perbelanjaan? | Apa yang membuat kamu merasa takut di Pusat Perbelanjaan, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Takut,Bioskop,"Apa yang membuat kamu merasa takut di Bioskop? | Apa yang bisa menyebabkan perasaan takut kamu di Bioskop? | Bagaimana situasi di Bioskop mempengaruhi perasaan kamu yang takut? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Bioskop? | Apa yang membuat kamu merasa takut di Bioskop, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Takut,Hotel,Apa yang membuat kamu merasa takut di Hotel? | Apa yang bisa menyebabkan perasaan takut kamu di Hotel? | Bagaimana situasi di Hotel mempengaruhi perasaan kamu yang takut? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Hotel? | Bagaimana kamu bisa mengatasi ketakutan di Hotel untuk tetap bergerak maju?
Sangat Buruk,Takut,Kantor Pos,"Apa yang membuat kamu merasa takut di Kantor Pos? | Apa yang bisa menyebabkan perasaan takut kamu di Kantor Pos? | Bagaimana situasi di Kantor Pos mempengaruhi perasaan kamu yang takut? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Kantor Pos? | Apa yang membuat kamu merasa takut di Kantor Pos, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Takut,Pelabuhan,"Apa yang membuat kamu merasa takut di Pelabuhan? | Apa yang bisa menyebabkan perasaan takut kamu di Pelabuhan? | Bagaimana situasi di Pelabuhan mempengaruhi perasaan kamu yang takut? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Pelabuhan? | Apa yang membuat kamu merasa takut di Pelabuhan, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Takut,Pabrik,"Apa yang membuat kamu merasa takut di Pabrik? | Apa yang bisa menyebabkan perasaan takut kamu di Pabrik? | Bagaimana situasi di Pabrik mempengaruhi perasaan kamu yang takut? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Pabrik? | Apa yang membuat kamu merasa takut di Pabrik, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Takut,Gedung Serbaguna,Apa yang membuat kamu merasa takut di Gedung Serbaguna? | Apa yang bisa menyebabkan perasaan takut kamu di Gedung Serbaguna? | Bagaimana situasi di Gedung Serbaguna mempengaruhi perasaan kamu yang takut? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Gedung Serbaguna? | Bagaimana kamu bisa mengatasi ketakutan di Gedung Serbaguna untuk tetap bergerak maju?
Sangat Buruk,Takut,Stasiun Kereta,"Apa yang membuat kamu merasa takut di Stasiun Kereta? | Apa yang bisa menyebabkan perasaan takut kamu di Stasiun Kereta? | Bagaimana situasi di Stasiun Kereta mempengaruhi perasaan kamu yang takut? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Stasiun Kereta? | Apa yang membuat kamu merasa takut di Stasiun Kereta, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Takut,Gedung Pertunjukan,Apa yang membuat kamu merasa takut di Gedung Pertunjukan? | Apa yang bisa menyebabkan perasaan takut kamu di Gedung Pertunjukan? | Bagaimana situasi di Gedung Pertunjukan mempengaruhi perasaan kamu yang takut? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Gedung Pertunjukan? | Bagaimana kamu bisa mengatasi ketakutan di Gedung Pertunjukan untuk tetap bergerak maju?
Sangat Buruk,Takut,Balai Kota,"Apa yang membuat kamu merasa takut di Balai Kota? | Apa yang bisa menyebabkan perasaan takut kamu di Balai Kota? | Bagaimana situasi di Balai Kota mempengaruhi perasaan kamu yang takut? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Balai Kota? | Apa yang membuat kamu merasa takut di Balai Kota, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Takut,Terminal Bus,"Apa yang membuat kamu merasa takut di Terminal Bus? | Apa yang bisa menyebabkan perasaan takut kamu di Terminal Bus? | Bagaimana situasi di Terminal Bus mempengaruhi perasaan kamu yang takut? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Terminal Bus? | Apa yang membuat kamu merasa takut di Terminal Bus, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Takut,Rumah Sakit,"Apa yang membuat kamu merasa takut di Rumah Sakit? | Apa yang bisa menyebabkan perasaan takut kamu di Rumah Sakit? | Bagaimana situasi di Rumah Sakit mempengaruhi perasaan kamu yang takut? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Rumah Sakit? | Apa yang membuat kamu merasa takut di Rumah Sakit, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Takut,Apotek,"Apa yang membuat kamu merasa takut di Apotek? | Apa yang bisa menyebabkan perasaan takut kamu di Apotek? | Bagaimana situasi di Apotek mempengaruhi perasaan kamu yang takut? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Apotek? | Apa yang membuat kamu merasa takut di Apotek, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Takut,Gudang,"Apa yang membuat kamu merasa takut di Gudang? | Apa yang bisa menyebabkan perasaan takut kamu di Gudang? | Bagaimana situasi di Gudang mempengaruhi perasaan kamu yang takut? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Gudang? | Apa yang membuat kamu merasa takut di Gudang, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Takut,Arena Konser,"Apa yang membuat kamu merasa takut di Arena Konser? | Apa yang bisa menyebabkan perasaan takut kamu di Arena Konser? | Bagaimana situasi di Arena Konser mempengaruhi perasaan kamu yang takut? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Arena Konser? | Apa yang membuat kamu merasa takut di Arena Konser, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Takut,Kuil,"Apa yang membuat kamu merasa takut di Kuil? | Apa yang bisa menyebabkan perasaan takut kamu di Kuil? | Bagaimana situasi di Kuil mempengaruhi perasaan kamu yang takut? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Kuil? | Apa yang membuat kamu merasa takut di Kuil, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Takut,Hutan,"Apa yang membuat kamu merasa takut di Hutan? | Apa yang bisa menyebabkan perasaan takut kamu di Hutan? | Bagaimana situasi di Hutan mempengaruhi perasaan kamu yang takut? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Hutan? | Apa yang membuat kamu merasa takut di Hutan, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Takut,Desa,"Apa yang membuat kamu merasa takut di Desa? | Apa yang bisa menyebabkan perasaan takut kamu di Desa? | Bagaimana situasi di Desa mempengaruhi perasaan kamu yang takut? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Desa? | Apa yang membuat kamu merasa takut di Desa, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Takut,Perkebunan,Apa yang membuat kamu merasa takut di Perkebunan? | Apa yang bisa menyebabkan perasaan takut kamu di Perkebunan? | Bagaimana situasi di Perkebunan mempengaruhi perasaan kamu yang takut? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Perkebunan? | Bagaimana kamu bisa mengatasi ketakutan di Perkebunan untuk tetap bergerak maju?
Sangat Buruk,Takut,Pulau,"Apa yang membuat kamu merasa takut di Pulau? | Apa yang bisa menyebabkan perasaan takut kamu di Pulau? | Bagaimana situasi di Pulau mempengaruhi perasaan kamu yang takut? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Pulau? | Apa yang membuat kamu merasa takut di Pulau, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Takut,Bukit,"Apa yang membuat kamu merasa takut di Bukit? | Apa yang bisa menyebabkan perasaan takut kamu di Bukit? | Bagaimana situasi di Bukit mempengaruhi perasaan kamu yang takut? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Bukit? | Apa yang membuat kamu merasa takut di Bukit, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Takut,Danau,"Apa yang membuat kamu merasa takut di Danau? | Apa yang bisa menyebabkan perasaan takut kamu di Danau? | Bagaimana situasi di Danau mempengaruhi perasaan kamu yang takut? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Danau? | Apa yang membuat kamu merasa takut di Danau, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Takut,Sungai,Apa yang membuat kamu merasa takut di Sungai? | Apa yang bisa menyebabkan perasaan takut kamu di Sungai? | Bagaimana situasi di Sungai mempengaruhi perasaan kamu yang takut? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Sungai? | Bagaimana kamu bisa mengatasi ketakutan di Sungai untuk tetap bergerak maju?
Sangat Buruk,Takut,Taman Nasional,Apa yang membuat kamu merasa takut di Taman Nasional? | Apa yang bisa menyebabkan perasaan takut kamu di Taman Nasional? | Bagaimana situasi di Taman Nasional mempengaruhi perasaan kamu yang takut? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Taman Nasional? | Bagaimana kamu bisa mengatasi ketakutan di Taman Nasional untuk tetap bergerak maju?
Sangat Buruk,Takut,Zona Industri,"Apa yang membuat kamu merasa takut di Zona Industri? | Apa yang bisa menyebabkan perasaan takut kamu di Zona Industri? | Bagaimana situasi di Zona Industri mempengaruhi perasaan kamu yang takut? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Zona Industri? | Apa yang membuat kamu merasa takut di Zona Industri, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Takut,Pusat Kebugaran,"Apa yang membuat kamu merasa takut di Pusat Kebugaran? | Apa yang bisa menyebabkan perasaan takut kamu di Pusat Kebugaran? | Bagaimana situasi di Pusat Kebugaran mempengaruhi perasaan kamu yang takut? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Pusat Kebugaran? | Apa yang membuat kamu merasa takut di Pusat Kebugaran, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Takut,Kedai Buku,"Apa yang membuat kamu merasa takut di Kedai Buku? | Apa yang bisa menyebabkan perasaan takut kamu di Kedai Buku? | Bagaimana situasi di Kedai Buku mempengaruhi perasaan kamu yang takut? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Kedai Buku? | Apa yang membuat kamu merasa takut di Kedai Buku, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Takut,Galeri Seni,"Apa yang membuat kamu merasa takut di Galeri Seni? | Apa yang bisa menyebabkan perasaan takut kamu di Galeri Seni? | Bagaimana situasi di Galeri Seni mempengaruhi perasaan kamu yang takut? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Galeri Seni? | Apa yang membuat kamu merasa takut di Galeri Seni, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Takut,Pusat Teknologi,Apa yang membuat kamu merasa takut di Pusat Teknologi? | Apa yang bisa menyebabkan perasaan takut kamu di Pusat Teknologi? | Bagaimana situasi di Pusat Teknologi mempengaruhi perasaan kamu yang takut? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Pusat Teknologi? | Bagaimana kamu bisa mengatasi ketakutan di Pusat Teknologi untuk tetap bergerak maju?
Sangat Buruk,Takut,Laboratorium,"Apa yang membuat kamu merasa takut di Laboratorium? | Apa yang bisa menyebabkan perasaan takut kamu di Laboratorium? | Bagaimana situasi di Laboratorium mempengaruhi perasaan kamu yang takut? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Laboratorium? | Apa yang membuat kamu merasa takut di Laboratorium, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Takut,Pusat Komunitas,"Apa yang membuat kamu merasa takut di Pusat Komunitas? | Apa yang bisa menyebabkan perasaan takut kamu di Pusat Komunitas? | Bagaimana situasi di Pusat Komunitas mempengaruhi perasaan kamu yang takut? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Pusat Komunitas? | Apa yang membuat kamu merasa takut di Pusat Komunitas, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Takut,Tempat Parkir,"Apa yang membuat kamu merasa takut di Tempat Parkir? | Apa yang bisa menyebabkan perasaan takut kamu di Tempat Parkir? | Bagaimana situasi di Tempat Parkir mempengaruhi perasaan kamu yang takut? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Tempat Parkir? | Apa yang membuat kamu merasa takut di Tempat Parkir, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Takut,Lapangan Terbuka,"Apa yang membuat kamu merasa takut di Lapangan Terbuka? | Apa yang bisa menyebabkan perasaan takut kamu di Lapangan Terbuka? | Bagaimana situasi di Lapangan Terbuka mempengaruhi perasaan kamu yang takut? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Lapangan Terbuka? | Apa yang membuat kamu merasa takut di Lapangan Terbuka, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Takut,Arena Skate,"Apa yang membuat kamu merasa takut di Arena Skate? | Apa yang bisa menyebabkan perasaan takut kamu di Arena Skate? | Bagaimana situasi di Arena Skate mempengaruhi perasaan kamu yang takut? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Arena Skate? | Apa yang membuat kamu merasa takut di Arena Skate, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Takut,Pusat Konferensi,"Apa yang membuat kamu merasa takut di Pusat Konferensi? | Apa yang bisa menyebabkan perasaan takut kamu di Pusat Konferensi? | Bagaimana situasi di Pusat Konferensi mempengaruhi perasaan kamu yang takut? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Pusat Konferensi? | Apa yang membuat kamu merasa takut di Pusat Konferensi, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Takut,Kios,Apa yang membuat kamu merasa takut di Kios? | Apa yang bisa menyebabkan perasaan takut kamu di Kios? | Bagaimana situasi di Kios mempengaruhi perasaan kamu yang takut? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Kios? | Bagaimana kamu bisa mengatasi ketakutan di Kios untuk tetap bergerak maju?
Sangat Buruk,Takut,Warung,Apa yang membuat kamu merasa takut di Warung? | Apa yang bisa menyebabkan perasaan takut kamu di Warung? | Bagaimana situasi di Warung mempengaruhi perasaan kamu yang takut? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Warung? | Bagaimana kamu bisa mengatasi ketakutan di Warung untuk tetap bergerak maju?
Sangat Buruk,Takut,Kantor Cabang,Apa yang membuat kamu merasa takut di Kantor Cabang? | Apa yang bisa menyebabkan perasaan takut kamu di Kantor Cabang? | Bagaimana situasi di Kantor Cabang mempengaruhi perasaan kamu yang takut? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Kantor Cabang? | Bagaimana kamu bisa mengatasi ketakutan di Kantor Cabang untuk tetap bergerak maju?
Sangat Buruk,Takut,Studio Musik,"Apa yang membuat kamu merasa takut di Studio Musik? | Apa yang bisa menyebabkan perasaan takut kamu di Studio Musik? | Bagaimana situasi di Studio Musik mempengaruhi perasaan kamu yang takut? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Studio Musik? | Apa yang membuat kamu merasa takut di Studio Musik, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Takut,Taman Bermain,"Apa yang membuat kamu merasa takut di Taman Bermain? | Apa yang bisa menyebabkan perasaan takut kamu di Taman Bermain? | Bagaimana situasi di Taman Bermain mempengaruhi perasaan kamu yang takut? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Taman Bermain? | Apa yang membuat kamu merasa takut di Taman Bermain, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Takut,Pusat Kebudayaan,"Apa yang membuat kamu merasa takut di Pusat Kebudayaan? | Apa yang bisa menyebabkan perasaan takut kamu di Pusat Kebudayaan? | Bagaimana situasi di Pusat Kebudayaan mempengaruhi perasaan kamu yang takut? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Pusat Kebudayaan? | Apa yang membuat kamu merasa takut di Pusat Kebudayaan, dan bagaimana cara kamu menghadapinya?"
Sangat Buruk,Senyum,Sekolah,"Apa yang membuat kamu merasa senyum di Sekolah? | Apa yang bisa menyebabkan perasaan senyum kamu di Sekolah? | Bagaimana situasi di Sekolah mempengaruhi perasaan kamu yang senyum? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Sekolah? | Apa yang membuat kamu tersenyum di Sekolah, dan bagaimana kamu bisa menjaga senyuman itu?"
Sangat Buruk,Senyum,Rumah,Apa yang membuat kamu merasa senyum di Rumah? | Apa yang bisa menyebabkan perasaan senyum kamu di Rumah? | Bagaimana situasi di Rumah mempengaruhi perasaan kamu yang senyum? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Rumah? | Bagaimana kamu bisa membuat orang lain tersenyum saat berada di Rumah?
Sangat Buruk,Senyum,Kantor,"Apa yang membuat kamu merasa senyum di Kantor? | Apa yang bisa menyebabkan perasaan senyum kamu di Kantor? | Bagaimana situasi di Kantor mempengaruhi perasaan kamu yang senyum? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Kantor? | Apa yang membuat kamu tersenyum di Kantor, dan bagaimana kamu bisa menjaga senyuman itu?"
Sangat Buruk,Senyum,Kampus,Apa yang membuat kamu merasa senyum di Kampus? | Apa yang bisa menyebabkan perasaan senyum kamu di Kampus? | Bagaimana situasi di Kampus mempengaruhi perasaan kamu yang senyum? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Kampus? | Bagaimana kamu bisa membuat orang lain tersenyum saat berada di Kampus?
Sangat Buruk,Senyum,Taman,Apa yang membuat kamu merasa senyum di Taman? | Apa yang bisa menyebabkan perasaan senyum kamu di Taman? | Bagaimana situasi di Taman mempengaruhi perasaan kamu yang senyum? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Taman? | Bagaimana kamu bisa membuat orang lain tersenyum saat berada di Taman?
Sangat Buruk,Senyum,Kafe,Apa yang membuat kamu merasa senyum di Kafe? | Apa yang bisa menyebabkan perasaan senyum kamu di Kafe? | Bagaimana situasi di Kafe mempengaruhi perasaan kamu yang senyum? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Kafe? | Bagaimana kamu bisa membuat orang lain tersenyum saat berada di Kafe?
Sangat Buruk,Senyum,Gym,"Apa yang membuat kamu merasa senyum di Gym? | Apa yang bisa menyebabkan perasaan senyum kamu di Gym? | Bagaimana situasi di Gym mempengaruhi perasaan kamu yang senyum? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Gym? | Apa yang membuat kamu tersenyum di Gym, dan bagaimana kamu bisa menjaga senyuman itu?"
Sangat Buruk,Senyum,Museum,"Apa yang membuat kamu merasa senyum di Museum? | Apa yang bisa menyebabkan perasaan senyum kamu di Museum? | Bagaimana situasi di Museum mempengaruhi perasaan kamu yang senyum? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Museum? | Apa yang membuat kamu tersenyum di Museum, dan bagaimana kamu bisa menjaga senyuman itu?"
Sangat Buruk,Senyum,Pantai,"Apa yang membuat kamu merasa senyum di Pantai? | Apa yang bisa menyebabkan perasaan senyum kamu di Pantai? | Bagaimana situasi di Pantai mempengaruhi perasaan kamu yang senyum? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Pantai? | Apa yang membuat kamu tersenyum di Pantai, dan bagaimana kamu bisa menjaga senyuman itu?"
Sangat Buruk,Senyum,Perpustakaan,Apa yang membuat kamu merasa senyum di Perpustakaan? | Apa yang bisa menyebabkan perasaan senyum kamu di Perpustakaan? | Bagaimana situasi di Perpustakaan mempengaruhi perasaan kamu yang senyum? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Perpustakaan? | Bagaimana kamu bisa membuat orang lain tersenyum saat berada di Perpustakaan?
Sangat Buruk,Senyum,Pertemuan,"Apa yang membuat kamu merasa senyum di Pertemuan? | Apa yang bisa menyebabkan perasaan senyum kamu di Pertemuan? | Bagaimana situasi di Pertemuan mempengaruhi perasaan kamu yang senyum? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Pertemuan? | Apa yang membuat kamu tersenyum di Pertemuan, dan bagaimana kamu bisa menjaga senyuman itu?"
